etf_id,date,adj_close,close,high,low,open,volume
DIA,2015-05-01,146.27943420410156,179.89999389648438,180.00999450683594,178.97999572753906,179.2100067138672,3895700
DIA,2015-05-04,146.71853637695312,180.44000244140625,181.0500030517578,180.25,180.33999633789062,3256900
DIA,2015-05-05,145.55577087402344,179.00999450683594,180.58999633789062,178.77999877929688,180.22999572753906,5316300
DIA,2015-05-06,145.05160522460938,178.38999938964844,180.25,177.25,179.8699951171875,7534200
DIA,2015-05-07,145.77536010742188,179.27999877929688,179.6999969482422,177.88999938964844,178.1199951171875,4142800
DIA,2015-05-08,147.8650360107422,181.85000610351562,182.02000427246094,181.0800018310547,181.13999938964844,5529600
DIA,2015-05-11,147.23890686035156,181.0800018310547,182.0,180.8800048828125,181.77000427246094,3753600
DIA,2015-05-12,146.94618225097656,180.72000122070312,181.22999572753906,179.27000427246094,180.10000610351562,4742800
DIA,2015-05-13,146.97061157226562,180.75,181.44000244140625,180.47999572753906,180.85000610351562,3851400
DIA,2015-05-14,148.42608642578125,182.5399932861328,182.63999938964844,181.72999572753906,181.80999755859375,4921400
DIA,2015-05-15,148.70559692382812,182.47999572753906,182.50999450683594,181.88999938964844,182.24000549316406,4522200
DIA,2015-05-18,148.86863708496094,182.67999267578125,183.00999450683594,182.19000244140625,182.42999267578125,2890500
DIA,2015-05-19,149.07229614257812,182.92999267578125,183.27999877929688,182.3699951171875,182.9199981689453,2766600
DIA,2015-05-20,148.89305114746094,182.7100067138672,183.35000610351562,182.55999755859375,183.22999572753906,5080800
DIA,2015-05-21,148.95828247070312,182.7899932861328,183.0399932861328,182.36000061035156,182.6199951171875,2724200
DIA,2015-05-22,148.52630615234375,182.25999450683594,182.74000549316406,182.0399932861328,182.50999450683594,2357000
DIA,2015-05-26,146.98614501953125,180.3699951171875,181.92999267578125,179.7899932861328,181.92999267578125,5529700
DIA,2015-05-27,147.92330932617188,181.52000427246094,181.7899932861328,180.4499969482422,180.77000427246094,3588200
DIA,2015-05-28,147.73585510253906,181.2899932861328,181.3300018310547,180.64999389648438,181.11000061035156,3660900
DIA,2015-05-29,146.77430725097656,180.11000061035156,181.19000244140625,179.6699981689453,181.1699981689453,4923700
DIA,2015-06-01,147.0106201171875,180.39999389648438,181.14999389648438,179.80999755859375,181.0,4349000
DIA,2015-06-02,146.80690002441406,180.14999389648438,180.9600067138672,179.27000427246094,180.0800018310547,5106200
DIA,2015-06-03,147.40176391601562,180.8800048828125,181.74000549316406,180.1199951171875,180.85000610351562,5481500
DIA,2015-06-04,146.04083251953125,179.2100067138672,180.9199981689453,178.77999877929688,180.17999267578125,7312500
DIA,2015-06-05,145.46226501464844,178.5,179.4600067138672,178.25,179.0800018310547,5228700
DIA,2015-06-08,144.90000915527344,177.80999755859375,178.60000610351562,177.67999267578125,178.50999450683594,4380500
DIA,2015-06-09,144.8184814453125,177.7100067138672,178.25999450683594,177.1999969482422,177.82000732421875,4722400
DIA,2015-06-10,146.73355102539062,180.05999755859375,180.5399932861328,178.3800048828125,178.3800048828125,5480900
DIA,2015-06-11,147.20623779296875,180.63999938964844,181.25999450683594,180.38999938964844,180.69000244140625,3714800
DIA,2015-06-12,145.9756317138672,179.1300048828125,180.05999755859375,178.72000122070312,179.86000061035156,4566800
DIA,2015-06-15,145.13629150390625,178.10000610351562,178.3699951171875,177.11000061035156,177.88999938964844,5502700
DIA,2015-06-16,146.04083251953125,179.2100067138672,179.36000061035156,177.8800048828125,178.07000732421875,3276900
DIA,2015-06-17,146.26083374023438,179.47999572753906,180.13999938964844,178.49000549316406,179.66000366210938,3650900
DIA,2015-06-18,147.76849365234375,181.3300018310547,181.94000244140625,180.13999938964844,180.2100067138672,6542800
DIA,2015-06-19,146.8778533935547,179.75999450683594,180.74000549316406,179.72999572753906,180.63999938964844,3964000
DIA,2015-06-22,147.82565307617188,180.9199981689453,181.5,180.6699981689453,181.02999877929688,4048300
DIA,2015-06-23,147.98907470703125,181.1199951171875,181.57000732421875,180.75,181.1199951171875,3116800
DIA,2015-06-24,146.59185791015625,179.41000366210938,180.97000122070312,179.38999938964844,180.55999755859375,4328900
DIA,2015-06-25,145.9708251953125,178.64999389648438,180.1199951171875,178.58999633789062,180.0500030517578,3602700
DIA,2015-06-26,146.3630828857422,179.1300048828125,179.8300018310547,178.67999267578125,179.2100067138672,4855500
DIA,2015-06-29,143.51153564453125,175.63999938964844,178.2100067138672,175.58999633789062,177.60000610351562,8888700
DIA,2015-06-30,143.6585693359375,175.82000732421875,177.00999450683594,175.4499969482422,177.0,9149800
DIA,2015-07-01,144.94949340820312,177.39999389648438,177.82000732421875,176.5800018310547,177.57000732421875,4135100
DIA,2015-07-02,144.66360473632812,177.0500030517578,178.0500030517578,176.64999389648438,177.7899932861328,4008600
DIA,2015-07-06,144.36119079589844,176.67999267578125,177.13999938964844,175.33999633789062,175.58999633789062,3748700
DIA,2015-07-07,145.13748168945312,177.6300048828125,177.72999572753906,174.44000244140625,176.8800048828125,7783800
DIA,2015-07-08,142.988525390625,175.0,176.44000244140625,174.77999877929688,176.11000061035156,6849400
DIA,2015-07-09,143.20098876953125,175.25999450683594,177.47000122070312,175.2100067138672,177.14999389648438,4581400
DIA,2015-07-10,144.95773315429688,177.41000366210938,177.8000030517578,176.6199951171875,177.22000122070312,4504400
DIA,2015-07-13,146.7471160888672,179.60000610351562,179.6999969482422,178.8000030517578,178.8300018310547,3873800
DIA,2015-07-14,147.3435516357422,180.3300018310547,180.5399932861328,179.30999755859375,179.4499969482422,2757100
DIA,2015-07-15,147.35171508789062,180.33999633789062,180.72000122070312,179.89999389648438,180.32000732421875,3407900
DIA,2015-07-16,147.94818115234375,181.07000732421875,181.25,180.5,181.1999969482422,2495100
DIA,2015-07-17,147.65542602539062,180.5399932861328,180.6199951171875,180.00999450683594,180.49000549316406,2762300
DIA,2015-07-20,147.77809143066406,180.69000244140625,181.10000610351562,180.36000061035156,180.9499969482422,2961600
DIA,2015-07-21,146.37136840820312,178.97000122070312,179.7100067138672,178.42999267578125,179.69000244140625,5026700
DIA,2015-07-22,145.82339477539062,178.3000030517578,178.9199981689453,177.83999633789062,178.42999267578125,3811500
DIA,2015-07-23,144.89109802246094,177.16000366210938,178.3300018310547,176.8300018310547,178.3300018310547,4968600
DIA,2015-07-24,143.54971313476562,175.52000427246094,177.25,175.30999755859375,177.22999572753906,4591300
