etf_id,date,adj_close,close,high,low,open,volume,rsi,ma5,ma20,macd_line,macd_signal,macd_hist,pct_k,pct_d,daily_return,cumulative_return
IUSG,2015-05-01,36.58256530761719,41.1349983215332,41.14500045776367,40.849998474121094,40.8650016784668,44600,,,,,,,,,,
IUSG,2015-05-04,36.667057037353516,41.22999954223633,41.48500061035156,41.189998626708984,41.189998626708984,99600,,,,,,,,,0.0023096174099834776,1.0023096174099835
IUSG,2015-05-05,36.19569778442383,40.70000076293945,41.185001373291016,40.65999984741211,41.185001373291016,90200,,,,,,,,,-0.012855115490984281,0.9894248115204539
IUSG,2015-05-06,36.075645446777344,40.564998626708984,40.935001373291016,40.34000015258789,40.85499954223633,64600,,,,,,,,,-0.0033167571008437813,0.9861431297510924
IUSG,2015-05-07,36.266845703125,40.779998779296875,40.915000915527344,40.5,40.5,75800,,40.88199920654297,,,,,,,0.005299981579809376,0.9913696701738288
IUSG,2015-05-08,36.75152587890625,41.32500076293945,41.369998931884766,41.099998474121094,41.130001068115234,56000,,40.91999969482422,,,,,,,0.013364277107217104,1.0046186091617222
IUSG,2015-05-11,36.57368469238281,41.125,41.38999938964844,41.125,41.33000183105469,56200,,40.898999786376955,,,,,,,-0.004839015041427475,0.9997572446010906
IUSG,2015-05-12,36.49363327026367,41.03499984741211,41.189998626708984,40.7400016784668,40.915000915527344,49600,,40.965999603271484,,,,,,,-0.0021887710465172683,0.9975690048905619
IUSG,2015-05-13,36.46250534057617,41.0,41.30500030517578,40.959999084472656,41.20500183105469,95600,,41.052999877929686,,,,,,,-0.0008529687755935988,0.9967181096778902
IUSG,2015-05-14,36.88048553466797,41.470001220703125,41.53499984741211,41.13999938964844,41.224998474121094,36800,,41.191000366210936,,,,,,,0.011463287840143499,1.0081437762646115
IUSG,2015-05-15,36.96942138671875,41.56999969482422,41.59000015258789,41.43000030517578,41.584999084472656,453200,,41.24000015258789,,,,,,,0.0024114609870626857,1.0105748756504236
IUSG,2015-05-18,37.09836959838867,41.71500015258789,41.78499984741211,41.474998474121094,41.56999969482422,59200,,41.35800018310547,,,,,,,0.0034879694307643483,1.0140997299241907
IUSG,2015-05-19,37.116172790527344,41.73500061035156,41.83000183105469,41.6150016784668,41.7599983215332,130200,,41.49800033569336,,,,,,,0.00047989149742710957,1.0145863877621244
IUSG,2015-05-20,37.05390930175781,41.665000915527344,41.814998626708984,41.505001068115234,41.73500061035156,67000,,41.63100051879883,,,,,,,-0.0016775298768255675,1.0128843887840329
IUSG,2015-05-21,37.14284896850586,41.76499938964844,41.84000015258789,41.55500030517578,41.55500030517578,51200,66.50616583947135,41.69000015258789,,,,,,,0.002400277553003871,1.0153155924462192
IUSG,2015-05-22,37.133949279785156,41.755001068115234,41.814998626708984,41.630001068115234,41.814998626708984,35600,66.05592344356307,41.7270004272461,,,,,92.75315634409993,,-0.0002396070567513009,1.0150723156654393
IUSG,2015-05-26,36.711509704589844,41.279998779296875,41.654998779296875,41.16999816894531,41.654998779296875,95000,49.06230942777132,41.64000015258789,,,,,83.99997287326389,,-0.011376101475564782,1.0035247499973927
IUSG,2015-05-27,37.062808990478516,41.67499923706055,41.73500061035156,41.32500076293945,41.38999938964844,60400,58.600315469622956,41.62799987792969,,,,,81.5621565752741,86.10509526421265,0.009569186577057298,1.0131276655648125
IUSG,2015-05-28,37.00944137573242,41.6150016784668,41.650001525878906,41.46500015258789,41.625,50600,56.858763587828,41.61800003051758,,,,,76.63288008180774,80.73166984344859,-0.0014399236377308222,1.0116688390911266
IUSG,2015-05-29,36.75599670410156,41.33000183105469,41.6150016784668,41.22999954223633,41.6150016784668,34800,49.35523683316847,41.53100051879883,41.323500061035155,,,,73.62283901398777,77.27262522368987,-0.006848108542298781,1.004740821072169
IUSG,2015-06-01,36.75599670410156,41.33000183105469,41.60499954223633,41.185001373291016,41.4900016784668,41600,49.35523683316846,41.44600067138672,41.33325023651123,,,,62.272822903011765,70.84284733293576,0.0,1.004740821072169
IUSG,2015-06-02,36.82268142700195,41.404998779296875,41.599998474121094,41.20500183105469,41.39500045776367,34400,51.315989012478006,41.47100067138672,41.34200019836426,,,,52.61366319405701,62.836441703685516,0.0018142542409398388,1.0065636763678447
IUSG,2015-06-03,36.973873138427734,41.57500076293945,41.689998626708984,41.3849983215332,41.5,38800,55.51986007570749,41.4510009765625,41.385750198364256,,,,55.44917442283579,56.77855350663486,0.004105939751441134,1.0106965661790002
IUSG,2015-06-04,36.578125,41.130001068115234,41.5,41.084999084472656,41.43000030517578,48200,44.65098721543301,41.354000854492185,41.41400032043457,,,,39.55719685344497,49.206678156779255,-0.01070345367784653,0.9998786223005447
IUSG,2015-06-05,36.60481262207031,41.15999984741211,41.255001068115234,40.91999816894531,41.150001525878906,35000,45.426601323359435,41.32000045776367,41.43300037384033,,,,31.396862505221605,42.13441126050079,0.0007296060711234897,1.0006081398137618
IUSG,2015-06-08,36.34688949584961,40.869998931884766,41.18000030517578,40.80500030517578,41.18000030517578,152600,39.64318066420556,41.22799987792969,41.4102502822876,-0.017275581795246353,,,12.775887798768382,27.909982385811656,-0.007046153435714908,0.9935577013316088
IUSG,2015-06-09,36.26240539550781,40.775001525878906,40.904998779296875,40.595001220703125,40.875,38200,37.939218383196355,41.1020004272461,41.392750358581544,-0.05692756959702905,,,15.608337478389279,19.927029260793088,-0.0023243832282111576,0.9912482924743736
IUSG,2015-06-10,36.769325256347656,41.345001220703125,41.375,40.8849983215332,40.970001220703125,94800,51.42927157048668,41.056000518798825,41.408250427246095,-0.04187513344894711,,,26.99298175207977,18.45906900974581,0.013979212225746052,1.0051051627232812
IUSG,2015-06-11,36.80933380126953,41.38999938964844,41.494998931884766,41.32500076293945,41.43000030517578,138400,52.310570913724675,41.10800018310547,41.42775039672851,-0.02601510722390543,,,46.62093555723758,29.74075159590221,0.0010880957059435925,1.006198813334862
IUSG,2015-06-12,36.59589385986328,41.150001525878906,41.244998931884766,41.064998626708984,41.19499969482422,27400,47.373374872201765,41.10600051879883,41.411750411987306,-0.032437821026661595,,,58.02973393067879,43.88121707999871,-0.00579852769296485,1.0003643416511114
IUSG,2015-06-15,36.43138122558594,40.96500015258789,41.02000045776367,40.685001373291016,40.92499923706055,1246800,43.93132268273238,41.12500076293945,41.38150043487549,-0.05185814428534741,,,48.76808342927249,51.13958430572961,-0.004495385053506662,0.995867318741592
IUSG,2015-06-16,36.61368942260742,41.16999816894531,41.2400016784668,40.880001068115234,40.880001068115234,57600,48.404862337287334,41.204000091552736,41.35425033569336,-0.050129403148567064,,,44.55052953897495,50.44944896630874,0.005004152763042891,1.000850790936297
IUSG,2015-06-17,36.68483352661133,41.25,41.39500045776367,41.09000015258789,41.279998779296875,37400,50.0788435128915,41.18499984741211,41.33000030517578,-0.041821788633633616,,,48.26156902597586,47.193393998074434,0.001943101204108011,1.0027955453132977
IUSG,2015-06-18,37.09392166137695,41.709999084472656,41.845001220703125,41.36000061035156,41.36000061035156,41800,58.43027094596998,41.248999786376956,41.33225021362305,0.0018587113987749149,-0.035164648640062524,0.03702336003883744,67.17615738202711,53.329418648992636,0.011151424047457503,1.0139781436719877
