etf_id,backtest_start,backtest_end,total_return,cagr,max_drawdown,sharpe_ratio
XLK,2015-05-01,2025-07-03,5.7477985677467265,0.20626724011515996,-0.33559080284361253,0.8986328762591067
IBIT,2024-01-11,2025-07-03,1.3353361091476152,0.7759831020514196,-0.28223282593190135,1.3525102735961094
SPLG,2015-05-01,2025-07-03,2.5437981024096175,0.1323247066175346,-0.33870419769106164,0.7746565037942569
RSP,2015-05-01,2025-07-03,1.6811887942869488,0.10172190871374043,-0.39041290231098125,0.6142910285597785
SCHD,2015-05-01,2025-07-03,1.527350964698312,0.09534613430793781,-0.3336707496098025,0.6232209933350288
ITOT,2015-05-01,2025-07-03,2.3790111252437534,0.12704116054346803,-0.3500393189847908,0.7415086847113688
BNDX,2015-05-01,2025-07-03,0.21861965058648214,0.019610518158344803,-0.16226593317372584,0.4987420728752367
IWM,2015-05-01,2025-07-03,1.0930580751824799,0.07524736555323996,-0.4113326367714335,0.4329482242042362
EFA,2015-05-01,2025-07-03,0.8091558180492939,0.05996199375944755,-0.34193386465311937,0.4216131001995905
VB,2015-05-01,2025-07-03,1.345309549673364,0.08733283622272858,-0.4204581173755687,0.4998007814328148
IWD,2015-05-01,2025-07-03,1.3650962503311161,0.08823048507044473,-0.38514301039304943,0.5690897595615415
VYM,2015-05-01,2025-07-03,1.6762912122648665,0.10152407448917766,-0.35205711239963944,0.6657003231400913
IVW,2015-05-01,2025-07-03,3.276066206282491,0.15340981296369005,-0.32716508506375763,0.7987338926726569
SCHX,2015-05-01,2025-07-03,2.276127384775077,0.12362331974404217,-0.34332974482732703,0.7277687895190484
VCIT,2015-05-01,2025-07-03,0.3407023156187463,0.029217306900544582,-0.2055567308630487,0.4916298603931333
QQQM,2020-10-13,2025-07-03,0.9500976511090047,0.15188691273350607,-0.3504381143870453,0.7303391211752044
QUAL,2015-05-01,2025-07-03,2.3484133823903246,0.1260346079337511,-0.3405673899628474,0.7407643394266308
XLF,2015-05-01,2025-07-03,2.2691191908463653,0.12338699864969693,-0.4286253998519669,0.6324231344288802
SGOV,2020-06-01,2025-07-03,0.14968597363459102,0.027781169824567575,-0.00029945039642409466,11.348569199059648
SCHF,2015-05-01,2025-07-03,0.6472635565340237,0.05024667528676585,-0.3677382119458509,0.3704944414559118
VT,2015-05-01,2025-07-03,1.5460848549576451,0.09614098185218012,-0.34236210996655214,0.6136625363932922
TLT,2015-05-01,2025-07-03,-0.0857171180948938,-0.008763732356943499,-0.4835113155582915,0.01806024693957834
IAU,2015-05-01,2025-07-03,1.7598769550846134,0.10485657957870353,-0.21816334027372164,0.766880644972955
VNGDF,2015-08-21,2025-07-03,,,-1.0,
VEU,2015-05-01,2025-07-03,0.7847524324498609,0.058549008634396715,-0.3497724347437756,0.4147682361402806
IXUS,2015-05-01,2025-07-03,0.7810626137664076,0.05833384922120999,-0.36222863539687444,0.4159112084914579
SCHG,2015-05-01,2025-07-03,3.5505075991253827,0.16047877615845407,-0.34871488563947617,0.8006298979460371
IWR,2015-05-01,2025-07-03,1.5325197318562043,0.09556596575185261,-0.4059067823248427,0.5675060600282054
VV,2015-05-01,2025-07-03,2.5485843094805114,0.13247482930542365,-0.3427914017688265,0.7694606775345071
BIL,2015-05-01,2025-07-03,0.19921202358970969,0.018003966148054884,-0.002085609740101857,6.759578264492357
IWB,2015-05-01,2025-07-03,2.438979561475613,0.12899028567043502,-0.34600662608438626,0.7539905813946022
JEPI,2020-05-21,2025-07-03,0.7790475246389914,0.11907585827041833,-0.13711948561370757,1.0623362732981285
IVE,2015-05-01,2025-07-03,1.6360998062613792,0.09988812496484356,-0.3704376976688307,0.6365972121964774
DIA,2015-05-01,2025-07-03,2.063246395739058,0.1162325528776349,-0.36696060375009576,0.7103271596986814
MBB,2015-05-01,2025-07-03,0.10648133247250402,0.009988339689511072,-0.17646028014088677,0.2192333117767629
MUB,2015-05-01,2025-07-03,0.2185149426119537,0.019601912583745218,-0.1368083935230997,0.4248683374208333
BSV,2015-05-01,2025-07-03,0.20107842137138565,0.018159480435858022,-0.08538380292745751,0.7808017406263822
SPYG,2015-05-01,2025-07-03,3.3313024473908515,0.154864817188054,-0.3266638212043804,0.8044608495645268
VTEB,2015-08-25,2025-07-03,0.2177779393221091,0.020177297691563734,-0.16995790937149724,0.4065903101049901
DFAC,2021-06-14,2025-07-03,0.44279404288083857,0.09461963118601369,-0.23113937368803017,0.5930174516319354
IEF,2015-05-01,2025-07-03,0.09822419440621588,0.009245517710511741,-0.2392476255983742,0.17109971572426513
XLV,2015-05-01,2025-07-03,1.2075018058434468,0.08088453449882627,-0.28404295729048135,0.5454700588447418
SCHB,2015-05-01,2025-07-03,2.0420735488959783,0.11547235530210997,-0.35274480668484554,0.6840452245081879
VCSH,2015-05-01,2025-07-03,0.288404034991407,0.025202705862834573,-0.12861317413248763,0.7688044633724996
VNQ,2015-05-01,2025-07-03,0.7001397823107747,0.05351105796663558,-0.4239815930649431,0.3556872244093045
IUSB,2015-05-01,2025-07-03,0.20068282517268576,0.018126536292528916,-0.17898892603949645,0.3828757580921328
DGRO,2015-05-01,2025-07-03,2.097302433434915,0.11744543003707131,-0.35103160549298285,0.7430062464601002
JPST,2017-05-19,2025-07-03,0.2564593668364554,0.02848326807907564,-0.03281237655724578,2.913575587456671
VGIT,2015-05-01,2025-07-03,0.14432019916965566,0.013329695724148438,-0.16053253842138482,0.31555492321555134
VBR,2015-05-01,2025-07-03,1.2968555653294969,0.08510548274142926,-0.45275231025261187,0.4860219575438728
LQD,2015-05-01,2025-07-03,0.29680658912583424,0.025857511593995852,-0.24954861278724105,0.33949368784294554
VONG,2015-05-01,2025-07-03,3.7389364072814066,0.16511289536744989,-0.32717341596395866,0.8391533447399547
JEPQ,2022-05-04,2025-07-03,0.49954863727748533,0.13647131965657144,-0.20069906367601864,0.8148733746181527
XLE,2015-05-01,2025-07-03,0.5858743798311792,0.046336029961712155,-0.6681303224797699,0.30257438328243075
GOVT,2015-05-01,2025-07-03,0.10058236512838747,0.009458173945450898,-0.1907344378247432,0.2065084066227283
MGK,2015-05-01,2025-07-03,3.786976073843836,0.16626775018227336,-0.3601259089690433,0.815910836309618
SMH,2015-05-01,2025-07-03,10.118562938367806,0.2669135333570001,-0.4530263576614363,0.906074095544718
SPDW,2015-05-01,2025-07-03,0.8475320256276115,0.06214963117000294,-0.349813133852102,0.43512527123186756
SPYV,2015-05-01,2025-07-03,1.6652375567264435,0.10107636752498372,-0.36887288017571884,0.6441489012429281
TQQQ,2015-05-01,2025-07-03,17.872735869597946,0.3344965999688754,-0.8165985016295303,0.7719627811024661
EFV,2015-05-01,2025-07-03,0.7232039873143172,0.054906360038269764,-0.4316339798984663,0.3849245725378329
VGK,2015-05-01,2025-07-03,0.919347046890505,0.06613558919860618,-0.37235621980510547,0.4316075163816303
VGFPF,2020-03-09,2025-07-03,,,-1.0,
XLC,2018-06-19,2025-07-03,1.3092783421096432,0.1261650350536263,-0.46653597292110804,0.6317492905039913
USMV,2015-05-01,2025-07-03,1.7582231903695593,0.10479153300382116,-0.33098889114177854,0.7499357765596413
USHY,2017-10-26,2025-07-03,0.42048992417681497,0.04669909353229351,-0.22442078084414296,0.5740491215398621
SHY,2015-05-01,2025-07-03,0.15497761288348144,0.014252809801016841,-0.057070394202201835,0.9311151040978808
IUSG,2015-05-01,2025-07-03,3.147604041752257,0.14995926621741273,-0.32347331945575186,0.7900372014611073
BIV,2015-05-01,2025-07-03,0.21824836948079684,0.019580000879505066,-0.18943509855141316,0.38053745783805365
MDY,2015-05-01,2025-07-03,1.4103541433888678,0.09025847312904611,-0.4222245238937282,0.5155044781669467
XLY,2015-05-01,2025-07-03,2.250253764599945,0.1227485659548273,-0.3966956559191256,0.6404566611806284
VGSH,2015-05-01,2025-07-03,0.16470682939488923,0.01508884354964013,-0.05700440275992946,0.9756666973270115
VXF,2015-05-01,2025-07-03,1.47383816410878,0.09304605330089255,-0.4171627117764166,0.5133277029810585
ACWI,2015-05-01,2025-07-03,1.564122181644318,0.09690130747656145,-0.3352503473938887,0.620577802446303
XLI,2015-05-01,2025-07-03,2.195656077587526,0.12088189061719445,-0.42334080423252873,0.6727594992636448
JAAA,2020-10-19,2025-07-03,0.22031330763806567,0.043209147013827165,-0.026029945452443748,2.403688409344685
FBTC,2024-01-11,2025-07-03,1.3348824475126886,0.7757494663505906,-0.2821172325563338,1.3530188472365594
IYW,2015-05-01,2025-07-03,5.905748299600513,0.2090118275575874,-0.39436191528235165,0.8880464772436051
IGSB,2015-05-01,2025-07-03,0.27751684380656805,0.02434852250258679,-0.1337613599632561,0.7261559104772944
