Stock_ID,Date,Adj Close,Close,High,Low,Open,Volume
GLD,2015-05-01,113.08000183105469,113.08000183105469,113.30999755859375,112.27999877929688,112.41999816894531,7597000
GLD,2015-05-04,114.0999984741211,114.0999984741211,114.44000244140625,113.87999725341797,114.18000030517578,3648100
GLD,2015-05-05,114.41999816894531,114.41999816894531,115.11000061035156,114.38999938964844,114.88999938964844,3856500
GLD,2015-05-06,114.36000061035156,114.36000061035156,114.75,114.0199966430664,114.58999633789062,3280700
GLD,2015-05-07,113.41999816894531,113.41999816894531,114.01000213623047,113.31999969482422,113.83999633789062,5455100
GLD,2015-05-08,113.97000122070312,113.97000122070312,114.43000030517578,113.58999633789062,114.33999633789062,9964100
GLD,2015-05-11,113.52999877929688,113.52999877929688,114.30999755859375,113.08000183105469,114.08999633789062,2916700
GLD,2015-05-12,114.5,114.5,114.66999816894531,114.05999755859375,114.0999984741211,3256700
GLD,2015-05-13,116.55000305175781,116.55000305175781,116.93000030517578,115.68000030517578,115.73999786376953,11768200
GLD,2015-05-14,117.18000030517578,117.18000030517578,117.75,117.02999877929688,117.27999877929688,6923000
GLD,2015-05-15,117.52999877929688,117.52999877929688,117.62999725341797,116.68000030517578,116.80000305175781,4447300
GLD,2015-05-18,117.5199966430664,117.5199966430664,117.87999725341797,117.2699966430664,117.77999877929688,5079900
GLD,2015-05-19,115.88999938964844,115.88999938964844,116.7300033569336,115.6500015258789,116.55000305175781,5052100
GLD,2015-05-20,116.08000183105469,116.08000183105469,116.37999725341797,115.76000213623047,116.02999877929688,4432600
GLD,2015-05-21,115.69000244140625,115.69000244140625,116.0,115.47000122070312,115.52999877929688,2514700
GLD,2015-05-22,115.5999984741211,115.5999984741211,115.93000030517578,115.31999969482422,115.51000213623047,1780200
GLD,2015-05-26,113.91000366210938,113.91000366210938,114.2300033569336,113.69999694824219,113.83999633789062,5769600
GLD,2015-05-27,113.88999938964844,113.88999938964844,114.01000213623047,113.62999725341797,113.77999877929688,2681100
GLD,2015-05-28,114.0199966430664,114.0199966430664,114.16000366210938,113.20999908447266,113.8499984741211,5266000
GLD,2015-05-29,114.0999984741211,114.0999984741211,114.4800033569336,114.0,114.13999938964844,3407500
GLD,2015-06-01,114.0,114.0,115.5,113.9000015258789,115.0199966430664,8254000
GLD,2015-06-02,114.45999908447266,114.45999908447266,114.6500015258789,114.16999816894531,114.36000061035156,3988600
GLD,2015-06-03,113.63999938964844,113.63999938964844,114.37000274658203,113.08000183105469,114.12999725341797,4885200
GLD,2015-06-04,112.83999633789062,112.83999633789062,113.1500015258789,112.4800033569336,112.9800033569336,5566600
GLD,2015-06-05,112.23999786376953,112.23999786376953,112.38999938964844,111.56999969482422,111.5999984741211,5561300
GLD,2015-06-08,112.56999969482422,112.56999969482422,112.66000366210938,112.12999725341797,112.38999938964844,3122100
GLD,2015-06-09,112.81999969482422,112.81999969482422,113.2300033569336,112.70999908447266,113.1500015258789,3529900
GLD,2015-06-10,113.77999877929688,113.77999877929688,114.13999938964844,113.69000244140625,114.13999938964844,5452900
GLD,2015-06-11,113.26000213623047,113.26000213623047,113.41000366210938,112.91999816894531,113.2699966430664,4434700
GLD,2015-06-12,113.2300033569336,113.2300033569336,113.5,112.95999908447266,113.05999755859375,2998500
GLD,2015-06-15,113.7300033569336,113.7300033569336,114.1500015258789,113.20999908447266,113.27999877929688,5055100
GLD,2015-06-16,113.31999969482422,113.31999969482422,113.44999694824219,112.79000091552734,113.08000183105469,4033300
GLD,2015-06-17,113.8499984741211,113.8499984741211,114.04000091552734,112.62999725341797,113.06999969482422,6456000
GLD,2015-06-18,115.31999969482422,115.31999969482422,115.61000061035156,114.88999938964844,115.19000244140625,8041300
GLD,2015-06-19,115.12000274658203,115.12000274658203,115.45999908447266,114.94999694824219,115.33999633789062,4611600
GLD,2015-06-22,113.63999938964844,113.63999938964844,113.94000244140625,113.33999633789062,113.79000091552734,5763700
GLD,2015-06-23,112.88999938964844,112.88999938964844,113.16999816894531,112.79000091552734,112.95999908447266,4522800
GLD,2015-06-24,112.58999633789062,112.58999633789062,112.73999786376953,112.30999755859375,112.4800033569336,2975500
GLD,2015-06-25,112.44000244140625,112.44000244140625,112.70999908447266,112.31999969482422,112.43000030517578,2904700
GLD,2015-06-26,112.55999755859375,112.55999755859375,112.68000030517578,112.12999725341797,112.19999694824219,4392600
GLD,2015-06-29,113.06999969482422,113.06999969482422,113.2300033569336,112.52999877929688,112.80999755859375,5820200
GLD,2015-06-30,112.37000274658203,112.37000274658203,113.05000305175781,111.83999633789062,112.23999786376953,7897000
GLD,2015-07-01,111.9800033569336,111.9800033569336,112.51000213623047,111.94000244140625,112.12000274658203,4409000
GLD,2015-07-02,111.76000213623047,111.76000213623047,111.83999633789062,111.41000366210938,111.66000366210938,3838600
GLD,2015-07-06,112.05999755859375,112.05999755859375,112.58000183105469,111.62999725341797,111.70999908447266,4259800
GLD,2015-07-07,110.76000213623047,110.76000213623047,111.13999938964844,110.05000305175781,111.08000183105469,9073400
GLD,2015-07-08,111.08999633789062,111.08999633789062,111.6500015258789,111.08000183105469,111.37999725341797,5694900
GLD,2015-07-09,111.36000061035156,111.36000061035156,111.93000030517578,111.1500015258789,111.80000305175781,3802900
GLD,2015-07-10,111.48999786376953,111.48999786376953,111.70999908447266,111.02999877929688,111.18000030517578,3594900
GLD,2015-07-13,110.98999786376953,110.98999786376953,111.13999938964844,110.36000061035156,110.43000030517578,4279300
GLD,2015-07-14,110.73999786376953,110.73999786376953,111.08000183105469,110.62999725341797,111.0,2601000
GLD,2015-07-15,110.16000366210938,110.16000366210938,110.19000244140625,109.58000183105469,110.0,9286200
GLD,2015-07-16,109.76000213623047,109.76000213623047,110.01000213623047,109.5999984741211,109.66999816894531,4629700
GLD,2015-07-17,108.6500015258789,108.6500015258789,109.16000366210938,108.4000015258789,109.11000061035156,14858300
GLD,2015-07-20,105.69999694824219,105.69999694824219,106.6500015258789,105.62000274658203,106.5999984741211,15751700
GLD,2015-07-21,105.37000274658203,105.37000274658203,106.31999969482422,105.25,105.80999755859375,10519800
GLD,2015-07-22,104.80000305175781,104.80000305175781,105.08999633789062,104.18000030517578,104.38999938964844,8349200
GLD,2015-07-23,104.33000183105469,104.33000183105469,105.30000305175781,104.19999694824219,104.9800033569336,5779300
GLD,2015-07-24,105.3499984741211,105.3499984741211,105.58999633789062,103.43000030517578,103.61000061035156,11572700
GLD,2015-07-27,104.86000061035156,104.86000061035156,105.68000030517578,104.66000366210938,104.94000244140625,10690100
GLD,2015-07-28,105.0199966430664,105.0199966430664,105.33000183105469,104.83000183105469,105.08999633789062,5549200
GLD,2015-07-29,105.16999816894531,105.16999816894531,105.62999725341797,104.48999786376953,104.93000030517578,5616900
GLD,2015-07-30,104.2699966430664,104.2699966430664,104.97000122070312,103.86000061035156,104.02999877929688,6652000
GLD,2015-07-31,104.93000030517578,104.93000030517578,105.75,104.69000244140625,105.41000366210938,6689200
GLD,2015-08-03,104.0999984741211,104.0999984741211,104.81999969482422,104.05000305175781,104.58999633789062,3528600
GLD,2015-08-04,104.30999755859375,104.30999755859375,104.75,103.94999694824219,104.55999755859375,3241000
GLD,2015-08-05,103.93000030517578,103.93000030517578,104.5,103.77999877929688,104.41999816894531,5041000
GLD,2015-08-06,104.38999938964844,104.38999938964844,104.86000061035156,104.13999938964844,104.1500015258789,3908100
GLD,2015-08-07,104.6500015258789,104.6500015258789,105.37999725341797,104.55000305175781,104.55999755859375,4400900
GLD,2015-08-10,105.72000122070312,105.72000122070312,106.2699966430664,104.91999816894531,105.02999877929688,5892600
GLD,2015-08-11,106.26000213623047,106.26000213623047,106.62999725341797,105.7699966430664,106.48999786376953,4060900
GLD,2015-08-12,107.75,107.75,107.91000366210938,106.93000030517578,106.98999786376953,10022500
GLD,2015-08-13,106.86000061035156,106.86000061035156,107.18000030517578,106.70999908447266,106.94999694824219,4761700
GLD,2015-08-14,106.8499984741211,106.8499984741211,107.41000366210938,106.54000091552734,107.06999969482422,3509200
GLD,2015-08-17,107.12999725341797,107.12999725341797,107.51000213623047,107.0,107.37000274658203,5769100
GLD,2015-08-18,107.11000061035156,107.11000061035156,107.33000183105469,106.30999755859375,106.66999816894531,4121800
GLD,2015-08-19,108.55000305175781,108.55000305175781,108.66999816894531,107.62999725341797,107.62999725341797,7035100
GLD,2015-08-20,110.44000244140625,110.44000244140625,110.61000061035156,109.69999694824219,109.80999755859375,12549000
GLD,2015-08-21,111.12999725341797,111.12999725341797,111.33000183105469,110.12000274658203,110.93000030517578,13917600
GLD,2015-08-24,110.52999877929688,110.52999877929688,112.12000274658203,109.7699966430664,111.54000091552734,18388700
GLD,2015-08-25,109.16000366210938,109.16000366210938,110.05000305175781,108.72000122070312,110.01000213623047,9974200
GLD,2015-08-26,107.66999816894531,107.66999816894531,108.05999755859375,107.08000183105469,107.72000122070312,10856600
GLD,2015-08-27,107.7300033569336,107.7300033569336,108.04000091552734,107.11000061035156,107.33000183105469,8102100
GLD,2015-08-28,108.69999694824219,108.69999694824219,109.30000305175781,108.12000274658203,108.16999816894531,7558900
GLD,2015-08-31,108.81999969482422,108.81999969482422,108.91999816894531,108.02999877929688,108.19000244140625,4532100
GLD,2015-09-01,109.19999694824219,109.19999694824219,109.7699966430664,108.94000244140625,109.62999725341797,7077800
GLD,2015-09-02,108.62000274658203,108.62000274658203,109.33999633789062,108.45999908447266,109.01000213623047,4115700
GLD,2015-09-03,107.83999633789062,107.83999633789062,108.31999969482422,107.55999755859375,107.7699966430664,3913100
GLD,2015-09-04,107.48999786376953,107.48999786376953,107.55999755859375,107.06999969482422,107.13999938964844,4025000
GLD,2015-09-08,107.5199966430664,107.5199966430664,107.94000244140625,107.30999755859375,107.5999984741211,5982100
GLD,2015-09-09,106.12999725341797,106.12999725341797,106.70999908447266,105.4800033569336,106.63999938964844,8855100
GLD,2015-09-10,106.37999725341797,106.37999725341797,106.69999694824219,106.18000030517578,106.61000061035156,6204000
GLD,2015-09-11,106.16000366210938,106.16000366210938,106.19999694824219,105.2699966430664,105.6500015258789,4023900
GLD,2015-09-14,106.22000122070312,106.22000122070312,106.38999938964844,105.77999877929688,105.86000061035156,2350800
GLD,2015-09-15,105.9000015258789,105.9000015258789,106.05999755859375,105.68000030517578,105.83000183105469,2905000
GLD,2015-09-16,107.30999755859375,107.30999755859375,107.70999908447266,106.55999755859375,106.5999984741211,5315600
GLD,2015-09-17,108.41000366210938,108.41000366210938,108.58000183105469,106.95999908447266,107.06999969482422,8403800
GLD,2015-09-18,109.20999908447266,109.20999908447266,109.37999725341797,108.81999969482422,109.0999984741211,6794300
GLD,2015-09-21,108.52999877929688,108.52999877929688,108.66000366210938,108.33000183105469,108.48999786376953,4104800
GLD,2015-09-22,107.79000091552734,107.79000091552734,107.95999908447266,107.44000244140625,107.58000183105469,5483300
