Date,Close,High,Low,Open,Volume
2015-05-01,5.176830768585205,5.179883215245758,5.118836028618709,5.1585166708165575,45700
2015-05-04,5.149362087249756,5.182937850303226,5.127994951604018,5.182937850303226,40800
2015-05-05,5.204302787780762,5.210407681783931,5.146308041334864,5.146308041334864,30100
2015-05-06,5.167677402496338,5.1982013069409305,5.158520056504444,5.1982013069409305,73800
2015-05-07,5.126393795013428,5.144878811781078,5.046293818515166,5.117151874239011,52500
2015-05-08,5.160281181335449,5.1880081123036055,5.135635085764785,5.1633620167329415,16700
2015-05-11,5.092504024505615,5.166442303364072,5.083261519294855,5.132553705200493,75400
2015-05-12,5.0616960525512695,5.104826566536705,5.037049960615424,5.0986648966504475,69800
2015-05-13,5.0616960525512695,5.089422979430244,5.052453547721885,5.070937969771474,38100
2015-05-14,5.107909202575684,5.129474467172511,5.055536165293647,5.098666694487304,20100
2015-05-15,5.135633945465088,5.138714780178521,5.0801800958415715,5.114068690080195,31500
2015-05-18,5.154120445251465,5.163362953120089,5.120232424951928,5.138716853079801,51000
2015-05-19,5.175686836242676,5.191091019377683,5.141798808564667,5.166444913971175,89400
2015-05-20,5.154120445251465,5.1818473812479615,5.138716853079801,5.1787665452917535,60400
2015-05-21,5.147956848144531,5.178764608575979,5.138714931341506,5.166441856968894,42400
2015-05-22,5.160281181335449,5.175684770713639,5.14487759195726,5.157200345937958,57600
2015-05-26,5.126393795013428,5.16336324093932,5.123312958885486,5.144878811781078,19800
2015-05-27,5.169524192810059,5.203412210276228,5.132554752035943,5.1479583429197175,45000
2015-05-28,5.166443347930908,5.172605019317199,5.135635578608777,5.169524183624054,32800
2015-05-29,5.172603130340576,5.203410300802949,5.1479564537961,5.160279792068338,50000
2015-06-01,5.172603130340576,5.191087550139822,5.166441461204457,5.191087550139822,31900
2015-06-02,5.135633945465088,5.166441704990279,5.132553110751655,5.166441704990279,30500
2015-06-03,5.09558629989624,5.126393484088329,5.092505463955156,5.120232399815535,39600
2015-06-04,5.083261966705322,5.110988897168819,5.055535036241825,5.110988897168819,42700
2015-06-05,5.058615207672119,5.0925038043707875,5.000080519086014,5.024726610973451,47900
2015-06-08,5.058615207672119,5.058615207672119,5.009323023897246,5.058615207672119,16700
2015-06-09,5.007607460021973,5.076034179068615,4.995165914788658,5.076034179068615,33800
2015-06-10,4.945401191711426,5.010718121279351,4.923629079603971,4.973394076776885,56000
2015-06-11,4.954732418060303,4.973394143940776,4.92673953261681,4.973394143940776,59100
2015-06-12,4.964061260223389,4.992053837648839,4.942289156684928,4.942289156684928,31900
2015-06-15,4.95784330368042,4.973394942158671,4.9516228262628195,4.973394942158671,28500
2015-06-16,4.992056369781494,5.010718690776589,4.939181276742798,4.945401753785015,19700
2015-06-17,4.985836029052734,4.998276982737155,4.954732754973267,4.998276982737155,26200
2015-06-18,5.029378890991211,5.032489276879033,4.992054853582795,4.992054853582795,40400
2015-06-19,5.032488822937012,5.03559920854427,5.007606331324342,5.016936894900721,16000
2015-06-22,4.998274803161621,5.0573709388182575,4.979613084149918,5.038709219806554,50700
2015-06-23,5.020049095153809,5.023159481885409,4.982725640865831,5.0138289149362185,42200
2015-06-24,5.01071834564209,5.057372958425035,4.988946232559755,4.988946232559755,48200
2015-06-25,5.0387115478515625,5.063594049112124,5.004497886151181,5.004497886151181,64300
2015-06-26,4.858313083648682,5.048042234402142,4.858313083648682,5.010718778251633,85700
2015-06-29,4.8427629470825195,4.880086711426127,4.811659958440969,4.811659958440969,41900
2015-06-30,4.876973628997803,4.914297370449594,4.811657007301484,4.85520122401721,52500
2015-07-01,4.8894171714782715,4.917410064864021,4.876975918487146,4.876975918487146,45700
2015-07-02,4.939180374145508,4.988945664503093,4.886304994146567,4.886304994146567,52600
2015-07-06,4.911187171936035,4.920518033499403,4.842760161684948,4.842760161684948,33600
2015-07-07,4.926738262176514,4.926738262176514,4.880083366260494,4.892524612513558,45400
2015-07-08,4.917410373687744,4.917410373687744,4.898748344717607,4.901858732316445,26500
2015-07-09,4.950704574584961,4.956987038731323,4.909867509108289,4.938139346713575,26900
2015-07-10,4.982120037078857,4.991544187475972,4.944424334226848,4.966413718907965,34700
2015-07-13,4.972695827484131,4.982119677622506,4.956989210867644,4.982119677622506,26700
2015-07-14,4.928717613220215,4.972696082082281,4.928717613220215,4.972696082082281,14400
2015-07-15,4.928717613220215,4.9884026995029345,4.925576529399132,4.9475656140407605,73800
2015-07-16,4.938141345977783,4.966413195029257,4.9161519636162,4.938141345977783,57700
2015-07-17,4.922434329986572,4.963271408679012,4.875314785114628,4.938140944803474,33300
2015-07-20,4.853324890136719,4.956988117530765,4.8281944289247525,4.956988117530765,66900
2015-07-21,4.872174263000488,4.878456730289914,4.840761027816923,4.878456730289914,34600
2015-07-22,4.894160747528076,4.919291202491151,4.869030292565001,4.8721716743300485,60200
2015-07-23,4.909865379333496,4.934995824175321,4.859604489649845,4.900441537412445,35000
2015-07-24,4.869032382965088,4.938141313573103,4.859608533202699,4.92557608069699,34500
2015-07-27,4.837619304656982,4.891021620971535,4.821912987747001,4.837619304656982,25100
2015-07-28,4.856467247009277,4.865891096959738,4.8281953975791065,4.856467247009277,42300
2015-07-29,4.900445938110352,4.92871748926192,4.840760853328724,4.856467470354352,50700
2015-07-30,4.966412544250488,4.969553627394447,4.894162239522024,4.900445004967432,41100
2015-07-31,4.963271141052246,4.97583637231248,4.941281761662779,4.96641252376199,12600
2015-08-03,4.941280364990234,4.97897634769476,4.938139282747073,4.956986974520677,16200
2015-08-04,4.96013069152832,4.985261158776767,4.947565457904097,4.947565457904097,12400
2015-08-05,4.956987380981445,4.9695526097203855,4.938139687662377,4.953846298480723,23600
2015-08-06,4.884739875793457,4.9695551380373475,4.8753160243394325,4.960131286583324,41800
2015-08-07,4.793639659881592,4.894161495088128,4.771650283746137,4.869031036286494,32700
2015-08-10,4.875314235687256,4.938140388295859,4.793640087506708,4.8250530140216465,115600
2015-08-11,4.826449871063232,4.89308725794658,4.778851867269725,4.861355053670422,79000
2015-08-12,4.832792282104492,4.867697739537996,4.807406659945846,4.816926495220703,45900
2015-08-13,4.839138507843018,4.874043660267698,4.816926165629172,4.826445697632182,28300
2015-08-14,4.861351490020752,4.87087132589745,4.839139144882803,4.839139144882803,9000
2015-08-17,4.801061630249023,4.870872260301063,4.791542095166652,4.870872260301063,20600
2015-08-18,4.801061630249023,4.8359667939647615,4.791542095166652,4.807407886097083,27100
