Stock_ID,Date,Adj Close,Close,High,Low,Open,Volume
VIG,2015-05-01,66.37659454345703,81.16000366210938,81.19999694824219,80.58999633789062,80.58999633789062,818700
VIG,2015-05-04,66.5401611328125,81.36000061035156,81.68000030517578,81.2699966430664,81.27999877929688,591200
VIG,2015-05-05,65.8613510131836,80.52999877929688,81.4000015258789,80.4000015258789,81.22000122070312,772600
VIG,2015-05-06,65.6814193725586,80.30999755859375,80.9000015258789,79.9000015258789,80.77999877929688,939200
VIG,2015-05-07,66.01673126220703,80.72000122070312,80.91999816894531,80.26000213623047,80.26000213623047,700900
VIG,2015-05-08,66.77735900878906,81.6500015258789,81.9000015258789,81.2699966430664,81.41999816894531,561500
VIG,2015-05-11,66.53199005126953,81.3499984741211,81.80999755859375,81.33000183105469,81.56999969482422,503900
VIG,2015-05-12,66.37659454345703,81.16000366210938,81.41000366210938,80.69000244140625,81.01000213623047,475300
VIG,2015-05-13,66.39295959472656,81.18000030517578,81.66999816894531,81.08999633789062,81.37999725341797,658700
VIG,2015-05-14,67.12902069091797,82.08000183105469,82.13999938964844,81.5199966430664,81.58999633789062,700800
VIG,2015-05-15,67.30076599121094,82.29000091552734,82.29000091552734,81.95999908447266,82.13999938964844,579700
VIG,2015-05-18,67.4234619140625,82.44000244140625,82.55000305175781,82.12000274658203,82.22000122070312,497600
VIG,2015-05-19,67.32530975341797,82.31999969482422,82.5,82.13999938964844,82.44999694824219,537600
VIG,2015-05-20,67.17808532714844,82.13999938964844,82.47000122070312,82.12000274658203,82.31999969482422,702400
VIG,2015-05-21,67.31710815429688,82.30999755859375,82.44999694824219,81.95999908447266,82.0999984741211,485900
VIG,2015-05-22,67.00634002685547,81.93000030517578,82.19000244140625,81.91000366210938,82.08000183105469,544100
VIG,2015-05-26,66.37659454345703,81.16000366210938,81.76000213623047,80.91999816894531,81.68000030517578,710400
VIG,2015-05-27,66.94908905029297,81.86000061035156,81.97000122070312,81.20999908447266,81.20999908447266,630600
VIG,2015-05-28,66.8509521484375,81.73999786376953,81.83999633789062,81.45999908447266,81.76000213623047,400600
VIG,2015-05-29,66.30298614501953,81.06999969482422,81.73999786376953,80.98999786376953,81.73999786376953,508200
VIG,2015-06-01,66.40115356445312,81.19000244140625,81.55000305175781,80.83000183105469,81.36000061035156,1032000
VIG,2015-06-02,66.3438949584961,81.12000274658203,81.43000030517578,80.72000122070312,80.98999786376953,466900
VIG,2015-06-03,66.53199005126953,81.3499984741211,81.66000366210938,81.16000366210938,81.2300033569336,740800
VIG,2015-06-04,65.8858642578125,80.55999755859375,81.29000091552734,80.47000122070312,81.05999755859375,558200
VIG,2015-06-05,65.6078109741211,80.22000122070312,80.51000213623047,80.0199966430664,80.47000122070312,513700
