Date,Close,High,Low,Open,Volume
2015-05-01,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0
2015-05-04,11.640000343322754,11.930000305175781,11.59000015258789,11.899999618530273,23500
2015-05-05,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0
2015-05-06,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0
2015-05-07,11.40999984741211,11.729999542236328,11.399999618530273,11.729999542236328,22000
2015-05-08,11.399999618530273,11.430000305175781,11.350000381469727,11.359999656677246,12500
2015-05-11,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0
2015-05-12,11.170000076293945,11.5,11.0,11.300000190734863,198000
2015-05-13,11.430000305175781,11.5,11.010000228881836,11.25,122000
2015-05-14,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0
2015-05-15,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0
2015-05-18,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0
2015-05-19,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0
2015-05-20,11.75,11.899999618530273,11.5,11.5,24500
2015-05-21,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0
2015-05-22,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0
2015-05-26,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0
2015-05-27,12.619999885559082,13.1899995803833,12.550000190734863,12.84000015258789,1007500
2015-05-28,12.529999732971191,12.800000190734863,12.25,12.649999618530273,180500
2015-05-29,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,420000
2015-06-01,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,6100
2015-06-02,0.029999999329447746,0.03999999910593033,0.029999999329447746,0.03999999910593033,56800
2015-06-03,12.850000381469727,13.300000190734863,12.8100004196167,13.039999961853027,316000
2015-06-04,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,1300
2015-06-05,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,1000
2015-06-08,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,0
2015-06-09,0.03999999910593033,0.03999999910593033,0.029999999329447746,0.029999999329447746,5800
2015-06-10,0.03999999910593033,0.03999999910593033,0.029999999329447746,0.029999999329447746,5800
2015-06-11,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,14000
2015-06-12,13.680000305175781,13.880000114440918,13.520000457763672,13.880000114440918,123000
2015-06-15,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,0
2015-06-16,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,200
2015-06-17,13.279999732971191,13.649999618530273,13.039999961853027,13.039999961853027,116500
2015-06-18,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,0
2015-06-19,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,0
2015-06-22,12.890000343322754,13.199999809265137,12.850000381469727,13.199999809265137,51000
2015-06-23,13.09000015258789,13.25,12.800000190734863,12.800000190734863,38500
2015-06-24,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,21000
2015-06-25,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0
2015-06-26,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0
2015-06-29,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,8000
2015-06-30,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0
2015-07-01,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0
2015-07-02,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0
2015-07-06,13.050000190734863,13.149999618530273,12.8100004196167,12.8100004196167,52500
2015-07-07,13.149999618530273,13.300000190734863,12.829999923706055,12.829999923706055,209000
