Stock_ID,Date,Close,High,Low,Open,Volume
MDY,2015-05-01,241.63658142089844,242.16327677263178,240.24085615155005,240.24085615155005,2746600
MDY,2015-05-04,242.6725311279297,243.55910812083164,241.8298074825842,242.25995604807827,1608200
MDY,2015-05-05,239.48594665527344,243.16400058910972,239.1611587785831,242.51439804689062,4714200
MDY,2015-05-06,239.60020446777344,240.78523620234537,238.29223868333375,240.34632762247318,1617100
MDY,2015-05-07,240.49554443359375,241.2065741192379,238.82769735355004,239.71427438039026,996500
MDY,2015-05-08,242.5583953857422,243.5854262550026,242.42672819594577,242.44427489163584,1298000
MDY,2015-05-11,242.56719970703125,243.4889237818951,241.59283553546882,242.36531890870026,1261600
MDY,2015-05-12,242.00527954101562,242.654855303436,239.52983010591936,241.48737092113473,989100
MDY,2015-05-13,242.28627014160156,243.36596786841048,241.70690772750626,242.8480590714574,950300
MDY,2015-05-14,244.88461303710938,244.9460666573053,242.87440457770157,243.7522215901601,1969000
MDY,2015-05-15,244.7002716064453,245.06017978539163,243.79612118235772,244.77927192052888,1341200
MDY,2015-05-18,246.6490020751953,246.92988312352352,244.09455168288832,244.52467339122958,1317200
MDY,2015-05-19,246.36805725097656,247.14930024407508,245.81502840108027,247.026419826788,999400
MDY,2015-05-20,246.4207763671875,247.20201952594775,245.72729347273815,246.6138971685969,1089400
MDY,2015-05-21,246.6841583251953,247.1143069319962,245.64834054911236,246.16624943715382,583000
MDY,2015-05-22,246.4822540283203,246.94749598771307,245.9731051436414,246.06967894819087,907500
MDY,2015-05-26,243.70831298828125,245.80628147279847,243.1904042260879,245.71852121288302,2090200
MDY,2015-05-27,245.92041015625,246.0784107759809,243.70832111347667,244.2964434609795,1965200
MDY,2015-05-28,245.45516967773438,245.92041158665717,244.39301867601384,245.43762298283343,1098900
MDY,2015-05-29,243.7609100341797,245.39363616029505,243.0674273731121,245.24442233010436,2568600
MDY,2015-06-01,244.26133728027344,245.2181544792235,242.63737067004433,244.70024572688422,1306500
MDY,2015-06-02,244.43692016601562,245.17428324899137,242.9358605609882,243.53276970594246,1164400
MDY,2015-06-03,245.70962524414062,246.64010861191684,244.27878003081466,245.12147638885395,3267200
MDY,2015-06-04,243.4625244140625,245.0601576134683,243.11140300917614,244.6651292899424,1859400
MDY,2015-06-05,244.16482543945312,244.38427971843677,241.57528102075733,243.1290076719748,945400
MDY,2015-06-08,242.65487670898438,244.4719638028372,242.47054269316834,243.9013882756078,934900
MDY,2015-06-09,241.93508911132812,242.98848004661102,241.0309388276006,242.74269240022423,975400
MDY,2015-06-10,244.7090301513672,245.5780871789811,242.9973031117123,243.33087785071075,2770300
MDY,2015-06-11,246.17503356933594,246.333034220516,244.98997510778068,245.1918826879679,1720600
MDY,2015-06-12,245.06008911132812,245.7272115574763,244.51582027872192,245.2356363702772,967900
MDY,2015-06-15,243.63812255859375,244.04193770787515,241.7332744754835,243.48012191175403,1483500
MDY,2015-06-16,245.25328063964844,245.57806861184946,243.11140522482145,243.22549892109367,1122600
MDY,2015-06-17,245.1040496826172,246.33298805400568,244.30523304400282,245.90286632123156,927100
MDY,2015-06-18,247.24588012695312,247.90424271902944,245.62191370872966,245.9379416831244,1605400
MDY,2015-06-19,246.4656524658203,247.58413974133347,246.43923235307662,246.99408159771662,1223200
MDY,2015-06-22,247.79542541503906,248.10367788814798,247.0644512663649,247.8923170503654,1026300
MDY,2015-06-23,247.9452362060547,248.29751334019608,247.45204284285225,247.86597586664956,958600
MDY,2015-06-24,245.6024627685547,247.99798401585645,245.43512648871646,247.77780752943906,1689900
MDY,2015-06-25,244.80101013183594,246.43032146013147,244.41349737666258,246.21896063985935,1096600
MDY,2015-06-26,245.1798095703125,245.75226321942475,244.4135726069555,245.49685089830575,1708900
MDY,2015-06-29,240.10696411132812,244.6778319821338,240.02770376916095,243.14538473583102,2205800
MDY,2015-06-30,240.60897827148438,242.00929810026008,239.96605297975978,241.85075053553103,2323000
MDY,2015-07-01,241.55123901367188,242.78424898710114,240.58248385885707,242.78424898710114,4315700
MDY,2015-07-02,241.11972045898438,242.4319639771412,240.34469477306004,242.10610701306342,1913900
MDY,2015-07-06,240.3182373046875,241.63929627931833,238.85626214752108,238.95315378170775,2714800
MDY,2015-07-07,241.48968505859375,241.59536551726674,237.16541377773007,240.62658318439085,3620300
MDY,2015-07-08,238.11651611328125,240.47680213129723,237.09489375988213,239.16455857594855,3399900
MDY,2015-07-09,238.1957550048828,240.89071341577738,238.10767902290914,240.652932453763,2031900
MDY,2015-07-10,240.64405822753906,241.2869831747622,239.83382389540458,240.57361358531375,1467300
MDY,2015-07-13,242.854736328125,243.17177766134603,242.04447479263717,242.37035866558605,1323900
MDY,2015-07-14,243.788330078125,244.29915482794223,242.59937109371663,242.70505155863725,1440500
MDY,2015-07-15,242.52001953125,244.087675217691,242.12371793684994,244.01723055991394,1087300
MDY,2015-07-16,243.34788513183594,244.00841466555352,242.83708745164788,243.86749847311856,1294300
MDY,2015-07-17,241.48968505859375,243.33914683941921,241.031700568312,243.09255014350754,1536700
MDY,2015-07-20,241.43673706054688,241.98277043797697,240.87307236319188,241.41910574062197,2127600
MDY,2015-07-21,239.64016723632812,242.0621093352533,239.48164656761074,241.2958992260985,1495200
MDY,2015-07-22,240.39756774902344,240.55611529876253,238.87396315509065,239.0500882768808,1034300
MDY,2015-07-23,238.69776916503906,241.21660254442594,238.4335680903208,240.67935785647643,1538300
MDY,2015-07-24,236.48716735839844,239.08526083023304,236.1084702258167,238.5744631719849,2469600
MDY,2015-07-27,234.743408203125,235.89713102815537,234.33826405122386,235.43035787663177,1658800
MDY,2015-07-28,237.2181854248047,237.38552172833292,234.05645385748176,235.73860567709667,2025600
